,Nome,Sobrenome,Nacionalidade,Posição, Clube,Liga,Idade,Ano em que nasceu,Jogos em que entrou,Jogos Iniciados,Minutos jogados,90 min jogados,Gols,Assist,G+A,Gols Normais,Penâltis Batidos,Penâltis Tentados,Cartões Amarelos,Cartões Vermelhos,Gols esperados,Gols normais previstos,Gols Assistidos Esperados,"Gols esperados,exceto pênaltis,+gols assistidos",Carregada Progressiva,Passes Progressivos,Passes Progressivos Recebidos,Gols/90min,Assis/90min,(Gols+Assis)/90min,Gols Normais/90min,(Gols normais+Assis)/90min,Gols previstos por 90min,Gols Assistidos esperados em 90min, Gols esperados+gols previstos em 90min,Gols normais previstos em 90min,"Gols esperados,exceto pênaltis,+gols assistidos em 90min"
472,Edinson,Cavani, URU,AT,Valencia, La Liga,36,1987,22,19,1.368,15.2,5,2,7,3,2,3,5,0,5.8,3.4,1.7,"5,1",8,18,51,"0,33","0,13","0,46","0,20","0,33","0,38","0,11","0,49","0,22","0,34"
473,Dani,Ceballos, ESP,LT,Real Madrid, La Liga,26,1996,25,15,1.265,14.1,0,3,3,0,0,0,6,0,0.7,0.7,1.8,"2,5",49,172,44,"0,00","0,21","0,21","0,00","0,21","0,05","0,13","0,18","0,05","0,18"
474,Pietro,Ceccaroni, ITA,ZG,Lecce, Serie A,27,1995,2,0,43,0.5,0,0,0,0,0,0,0,0,0.1,0.1,0.2,"0,3",0,0,1,"0,00","0,00","0,00","0,00","0,00","0,24","0,33","0,58","0,24","0,58"
475,Federico,Ceccherini, ITA,ZG,Hellas Verona, Serie A,31,1992,20,17,1.295,14.4,2,0,2,2,0,0,8,1,0.8,0.8,0.1,"0,9",21,48,20,"0,14","0,00","0,14","0,14","0,14","0,05","0,01","0,06","0,05","0,06"
476,Assan,Ceesay, GAM,AT,Lecce, Serie A,29,1994,30,19,1.626,18.1,6,0,6,5,1,1,2,0,5.0,4.2,0.7,"5,0",17,16,102,"0,33","0,00","0,33","0,28","0,28","0,28","0,04","0,32","0,23","0,27"
477,Emil,Ceide, NOR,AT,Sassuolo, Serie A,21,2001,16,3,368,4.1,0,0,0,0,0,0,0,0,0.5,0.5,0.7,"1,2",24,13,35,"0,00","0,00","0,00","0,00","0,00","0,11","0,18","0,29","0,11","0,29"
478,Zeki,Çelik, TUR,ZG,Roma, Serie A,26,1997,21,14,1.360,15.1,0,1,1,0,0,0,7,1,0.3,0.3,1.6,"1,9",31,62,74,"0,00","0,07","0,07","0,00","0,07","0,02","0,10","0,12","0,02","0,12"
479,Álex,Centelles, ESP,ZG,Almería, La Liga,25,1997,11,7,781,8.7,1,1,2,1,0,0,0,1,0.3,0.3,1.0,"1,3",14,24,34,"0,12","0,12","0,23","0,12","0,23","0,04","0,11","0,15","0,04","0,15"
480,Fabien,Centonze, FRA,ZG,Nantes, Ligue 1,27,1996,21,17,1.509,16.8,0,0,0,0,0,0,4,0,0.7,0.7,0.9,"1,5",40,95,115,"0,00","0,00","0,00","0,00","0,00","0,04","0,05","0,09","0,04","0,09"
481,Michele,Cerofolini, ITA,G,Fiorentina, Serie A,24,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
482,Franco,Cervi, ARG,LT,Celta Vigo, La Liga,28,1994,32,19,1.719,19.1,0,4,4,0,0,0,1,1,2.1,2.1,2.6,"4,8",38,60,101,"0,00","0,21","0,21","0,00","0,21","0,11","0,14","0,25","0,11","0,25"
483,Julio,César Enciso, PAR,"AT,LT",Brighton,Premier League,19,2004,15,3,530,5.9,2,2,4,2,0,0,1,0,2.7,2.7,1.2,"3,8",26,21,46,"0,34","0,34","0,68","0,34","0,68","0,45","0,20","0,65","0,45","0,65"
484,Leonardo,César Jardim, BRA,G,Lille, Ligue 1,28,1995,6,6,540,6.0,0,0,0,0,0,0,0,0,,,,,,,,"0,00","0,00","0,00","0,00","0,00",,,,,
485,Julian,Chabot, GER,ZG,Köln, Bundesliga,25,1998,18,18,1.533,17.0,0,2,2,0,0,0,3,0,1.3,1.3,1.6,"2,8",3,42,2,"0,00","0,12","0,12","0,00","0,12","0,07","0,09","0,17","0,07","0,17"
486,Florian,Chabrolle, FRA,LT,Ajaccio, Ligue 1,25,1998,6,3,321,3.6,0,0,0,0,0,0,1,0,0.1,0.1,0.0,"0,1",1,14,8,"0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,02","0,02","0,02"
487,El,Chadaille Bitshiabu, FRA,ZG,Paris S-G, Ligue 1,17,2005,10,4,392,4.4,0,0,0,0,0,0,2,0,0.0,0.0,0.1,"0,1",1,18,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,01","0,00","0,01"
488,Fares,Chaïbi, ALG,"AT,LT",Toulouse, Ligue 1,20,2002,32,22,2.108,23.4,5,5,10,5,0,0,2,0,5.3,5.3,4.6,"9,8",60,83,191,"0,21","0,21","0,43","0,21","0,43","0,22","0,19","0,42","0,22","0,42"
489,Nathaniel,Chalobah,ENG,LT,Fulham,Premier League,28,1994,4,1,12,0.1,0,0,0,0,0,0,0,1,0.1,0.1,0.0,"0,1",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,71","0,00","0,71","0,71","0,71"
490,Trevoh,Chalobah,ENG,ZG,Chelsea,Premier League,23,1999,21,14,1.293,14.4,0,0,0,0,0,0,4,0,0.6,0.6,0.2,"0,8",13,59,17,"0,00","0,00","0,00","0,00","0,00","0,04","0,02","0,05","0,04","0,05"
491,Calum,Chambers,ENG,"ZG,LT",Aston Villa,Premier League,28,1995,14,2,353,3.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,"0,4",6,16,2,"0,00","0,00","0,00","0,00","0,00","0,03","0,07","0,10","0,03","0,10"
492,Timothy,Chandler, USA,ZG,Eint Frankfurt, Bundesliga,33,1990,5,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",2,7,6,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,00","0,02"
493,Gaëtan,Charbonnier, FRA,"AT,LT",Auxerre, Ligue 1,34,1988,6,3,254,2.8,1,0,1,1,0,0,1,0,0.6,0.6,0.2,"0,7",2,11,18,"0,35","0,00","0,35","0,35","0,35","0,21","0,05","0,26","0,21","0,26"
494,Brendan,Chardonnet, FRA,ZG,Brest, Ligue 1,28,1994,26,23,2.131,23.7,0,0,0,0,0,0,5,0,1.1,1.1,0.3,"1,4",5,65,5,"0,00","0,00","0,00","0,00","0,00","0,05","0,01","0,06","0,05","0,06"
495,Xavier,Chavalerin, FRA,LT,Troyes, Ligue 1,32,1991,30,21,2.066,23.0,3,2,5,3,0,0,3,0,1.4,1.4,2.2,"3,6",15,83,42,"0,13","0,09","0,22","0,13","0,22","0,06","0,10","0,15","0,06","0,15"
496,Pep,Chavarría, ESP,"AT,LT",Rayo Vallecano, La Liga,25,1998,13,0,203,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,"0,2",8,8,14,"0,00","0,00","0,00","0,00","0,00","0,00","0,09","0,09","0,00","0,09"
497,Ivane,Chegra, FRA,"LT,AT",Ajaccio, Ligue 1,19,2004,2,0,74,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",1,3,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
498,Pape,Cheikh Diop, SEN,LT,Elche, La Liga,25,1997,1,0,33,0.4,0,0,0,0,0,0,0,1,0.0,0.0,0.0,"0,0",0,1,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
499,Rayan,Cherki, FRA,"LT,AT",Lyon, Ligue 1,19,2003,30,17,1.541,17.1,3,5,8,3,0,0,3,0,3.7,3.7,5.8,"9,6",111,121,222,"0,18","0,29","0,47","0,18","0,47","0,22","0,34","0,56","0,22","0,56"
500,Ilyes,Cheti, ALG,ZG,Angers, Ligue 1,28,1995,6,2,207,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.2,"0,2",2,4,7,"0,00","0,00","0,00","0,00","0,00","0,00","0,07","0,07","0,00","0,07"
501,Lucas,Chevalier, FRA,G,Lille, Ligue 1,21,2001,28,28,2.520,28.0,0,0,0,0,0,0,1,0,0.0,0.0,0.6,"0,6",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,00","0,02"
502,Fabio,Chiarodia, ITA,ZG,Werder Bremen, Bundesliga,17,2005,3,1,66,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,4,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
503,Federico,Chiesa, ITA,"ZG,AT",Juventus, Serie A,25,1997,17,3,573,6.4,0,4,4,0,0,0,2,0,0.8,0.8,2.4,"3,1",28,22,52,"0,00","0,63","0,63","0,00","0,63","0,12","0,37","0,49","0,12","0,49"
504,Ben,Chilwell,ENG,"ZG,LT",Chelsea,Premier League,26,1996,23,15,1.408,15.6,2,2,4,2,0,0,3,0,1.4,1.4,2.2,"3,7",43,41,131,"0,13","0,13","0,26","0,13","0,26","0,09","0,14","0,23","0,09","0,23"
505,Vlad,Chiricheș, ROU,ZG,Cremonese, Serie A,33,1989,13,11,823,9.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,"0,0",2,13,1,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
506,Pedro,Chirivella, ESP,LT,Nantes, Ligue 1,25,1997,24,23,1.891,21.0,0,1,1,0,0,0,1,0,0.8,0.8,1.6,"2,4",15,164,22,"0,00","0,05","0,05","0,00","0,05","0,04","0,08","0,11","0,04","0,11"
507,Joris,Chotard, FRA,LT,Montpellier, Ligue 1,21,2001,31,22,2.101,23.3,0,4,4,0,0,0,4,0,0.3,0.3,2.6,"2,9",7,84,25,"0,00","0,17","0,17","0,00","0,17","0,01","0,11","0,12","0,01","0,12"
508,Andreas,Christensen, DEN,ZG,Barcelona, La Liga,27,1996,18,17,1.372,15.2,1,1,2,1,0,0,2,0,0.7,0.7,0.5,"1,2",17,78,4,"0,07","0,07","0,13","0,07","0,13","0,05","0,03","0,08","0,05","0,08"
509,Oliver,Christensen, DEN,G,Hertha BSC, Bundesliga,24,1999,31,31,2.790,31.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,"0,0",0,2,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
510,Ryan,Christie,t SCO,"LT,AT",Bournemouth,Premier League,28,1995,29,19,1.646,18.3,1,1,2,1,0,0,2,0,2.3,2.3,2.2,"4,6",36,62,63,"0,05","0,05","0,11","0,05","0,11","0,13","0,12","0,25","0,13","0,25"
511,Carney,Chukwuemeka,ENG,"LT,AT",Chelsea,Premier League,19,2003,11,1,232,2.6,0,0,0,0,0,0,0,0,0.3,0.3,0.1,"0,4",13,12,16,"0,00","0,00","0,00","0,00","0,00","0,11","0,04","0,16","0,11","0,16"
512,Samuel,Chukwueze, NGA,"AT,LT",Villarreal, La Liga,23,1999,32,23,2.067,23.0,6,5,11,6,0,0,1,0,6.4,6.4,3.9,"10,3",121,69,235,"0,26","0,22","0,48","0,26","0,48","0,28","0,17","0,45","0,28","0,45"
513,Darko,Churlinov, MKD,AT,Stuttgart, Bundesliga,22,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
514,Víctor,Chust, ESP,ZG,Cádiz, La Liga,23,2000,14,10,965,10.7,1,0,1,1,0,0,3,0,0.9,0.9,0.0,"1,0",4,22,2,"0,09","0,00","0,09","0,09","0,09","0,09","0,00","0,09","0,09","0,09"
515,Tolga,Ciğerci, TUR,LT,Hertha BSC, Bundesliga,31,1992,11,10,672,7.5,0,1,1,0,0,0,2,0,0.2,0.2,0.3,"0,5",3,32,2,"0,00","0,13","0,13","0,00","0,13","0,03","0,04","0,07","0,03","0,07"
516,Yanis,Cimignani, FRA,"LT,ZG",Ajaccio, Ligue 1,21,2002,8,3,279,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,"0,3",3,0,17,"0,00","0,00","0,00","0,00","0,00","0,06","0,03","0,09","0,06","0,09"
517,Daniel,Ciofani, ITA,AT,Cremonese, Serie A,37,1985,28,8,867,9.6,7,0,7,4,3,4,1,0,5.4,2.2,0.6,"2,8",5,8,35,"0,73","0,00","0,73","0,42","0,42","0,56","0,06","0,62","0,22","0,29"
518,Tio,Cipot, SVN,"AT,ZG",Spezia, Serie A,20,2003,7,0,138,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,"0,2",5,5,17,"0,00","0,00","0,00","0,00","0,00","0,02","0,08","0,11","0,02","0,11"
519,Pathé,Ciss, SEN,"LT,ZG",Rayo Vallecano, La Liga,29,1994,29,11,1.179,13.1,1,0,1,1,0,0,4,0,2.6,2.6,0.3,"2,9",9,60,5,"0,08","0,00","0,08","0,08","0,08","0,20","0,02","0,22","0,20","0,22"
520,Souleymane,Cissé, FRA,ZG,Clermont Foot, Ligue 1,20,2002,2,0,36,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,1,"0,00","0,00","0,00","0,00","0,00","0,11","0,00","0,11","0,11","0,11"
521,Patrick,Ciurria, ITA,"ZG,LT",Monza, Serie A,28,1995,32,27,2.402,26.7,5,5,10,5,0,0,4,0,4.1,4.1,5.4,"9,6",56,76,151,"0,19","0,19","0,37","0,19","0,37","0,15","0,20","0,36","0,15","0,36"
522,Bobby,Clark,ENG,LT,Liverpool,Premier League,18,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,1,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
523,Alexis,Claude-Maurice, FRA,AT,Nice, Ligue 1,24,1998,2,1,64,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,"0,1",0,2,1,"0,00","0,00","0,00","0,00","0,00","0,12","0,07","0,18","0,12","0,18"
524,Alexis,Claude-Maurice, FRA,"LT,AT",Lens, Ligue 1,24,1998,17,4,526,5.8,3,2,5,3,0,0,0,0,1.1,1.1,0.8,"1,9",10,24,40,"0,51","0,34","0,86","0,51","0,86","0,19","0,13","0,32","0,19","0,32"
525,Jonathan,Clauss, FRA,ZG,Marseille, Ligue 1,30,1992,30,28,2.283,25.4,1,8,9,1,0,0,1,0,4.0,4.0,7.3,"11,3",73,110,206,"0,04","0,32","0,35","0,04","0,35","0,16","0,29","0,44","0,16","0,44"
526,Carlos,Clerc, ESP,"ZG,LT",Elche, La Liga,31,1992,28,27,2.279,25.3,0,1,1,0,0,0,4,0,0.6,0.6,1.9,"2,5",49,86,87,"0,00","0,04","0,04","0,00","0,04","0,02","0,08","0,10","0,02","0,10"
527,Nathaniel,Clyne,ENG,ZG,Crystal Palace,Premier League,32,1991,22,19,1.640,18.2,0,0,0,0,0,0,3,0,0.0,0.0,0.7,"0,7",14,52,29,"0,00","0,00","0,00","0,00","0,00","0,00","0,04","0,04","0,00","0,04"
528,Conor,Coady,ENG,ZG,Everton,Premier League,30,1993,22,22,1.970,21.9,1,1,2,1,0,0,2,0,0.8,0.8,0.3,"1,2",4,40,1,"0,05","0,05","0,09","0,05","0,09","0,04","0,01","0,05","0,04","0,05"
529,Marcus,Coco, FRA,"AT,ZG",Nantes, Ligue 1,26,1996,22,3,436,4.8,1,0,1,1,0,0,2,0,1.0,1.0,0.8,"1,8",14,18,43,"0,21","0,00","0,21","0,21","0,21","0,20","0,16","0,36","0,20","0,36"
530,Alexandre,Coeff, FRA,ZG,Auxerre, Ligue 1,31,1992,7,6,586,6.5,0,1,1,0,0,0,0,0,0.1,0.1,0.3,"0,4",3,26,9,"0,00","0,15","0,15","0,00","0,15","0,01","0,05","0,06","0,01","0,06"
531,Jack,Colback,ENG,LT,Nott'ham Forest,Premier League,33,1989,11,4,497,5.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,"0,2",5,16,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,03","0,00","0,03"
532,Séamus,Coleman, IRL,ZG,Everton,Premier League,34,1988,23,20,1.656,18.4,1,0,1,1,0,0,1,0,0.4,0.4,0.9,"1,2",13,61,37,"0,05","0,00","0,05","0,05","0,05","0,02","0,05","0,07","0,02","0,07"
533,David,Čolina, CRO,"ZG,AT",Augsburg, Bundesliga,22,2000,5,0,112,1.2,1,0,1,1,0,0,0,0,0.4,0.4,0.1,"0,6",1,3,6,"0,80","0,00","0,80","0,80","0,80","0,35","0,10","0,46","0,35","0,46"
534,Álex,Collado, ESP,LT,Elche, La Liga,24,1999,14,8,677,7.5,1,1,2,1,0,0,1,0,0.5,0.5,1.4,"2,0",21,28,42,"0,13","0,13","0,27","0,13","0,27","0,07","0,19","0,26","0,07","0,26"
535,Diego,Collado, ESP,AT,Villarreal, La Liga,22,2001,2,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,1,3,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
536,Omar,Colley, GAM,ZG,Sampdoria, Serie A,30,1992,16,15,1.384,15.4,1,0,1,1,0,0,5,0,1.2,1.2,0.0,"1,2",3,33,2,"0,07","0,00","0,07","0,07","0,07","0,08","0,00","0,08","0,08","0,08"
537,Nathan,Collins, IRL,ZG,Wolves,Premier League,22,2001,24,17,1.634,18.2,0,0,0,0,0,0,2,1,0.1,0.1,0.1,"0,2",11,60,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,01"
538,Lorenzo,Colombo, ITA,AT,Lecce, Serie A,21,2002,29,15,1.341,14.9,4,2,6,4,0,1,4,0,5.2,4.4,1.4,"5,9",13,20,111,"0,27","0,13","0,40","0,27","0,40","0,35","0,10","0,45","0,30","0,39"
539,Andrea,Colpani, ITA,LT,Monza, Serie A,24,1999,25,9,866,9.6,3,1,4,3,0,0,1,0,1.8,1.8,1.7,"3,5",27,49,60,"0,31","0,10","0,42","0,31","0,42","0,19","0,17","0,36","0,19","0,36"
540,Levi,Colwill,ENG,ZG,Brighton,Premier League,20,2003,13,9,862,9.6,0,0,0,0,0,0,1,0,1.4,1.4,0.2,"1,6",16,55,3,"0,00","0,00","0,00","0,00","0,00","0,14","0,03","0,17","0,14","0,17"
541,Kingsley,Coman, FRA,"AT,LT",Bayern Munich, Bundesliga,26,1996,21,13,1.200,13.3,7,5,12,7,0,0,2,1,4.0,4.0,4.8,"8,8",86,59,258,"0,52","0,37","0,90","0,52","0,90","0,30","0,36","0,66","0,30","0,66"
542,Eray,Cömert, SUI,ZG,Valencia, La Liga,25,1998,22,18,1.582,17.6,1,0,1,1,0,0,4,1,0.5,0.5,0.1,"0,6",6,52,1,"0,06","0,00","0,06","0,06","0,06","0,03","0,00","0,03","0,03","0,03"
543,Santi,Comesaña, ESP,LT,Rayo Vallecano, La Liga,26,1996,30,24,2.050,22.8,2,1,3,2,0,0,5,0,2.2,2.2,1.6,"3,9",26,128,51,"0,09","0,04","0,13","0,09","0,13","0,10","0,07","0,17","0,10","0,17"
544,Andrea,Consigli, ITA,G,Sassuolo, Serie A,36,1987,32,32,2.880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,1,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
545,Abdu,Conté, POR,ZG,Troyes, Ligue 1,25,1998,16,13,1.177,13.1,1,2,3,1,0,0,0,0,0.6,0.6,1.9,"2,4",30,51,87,"0,08","0,15","0,23","0,08","0,23","0,04","0,14","0,19","0,04","0,19"
546,Andrea,Conti, ITA,ZG,Sampdoria, Serie A,29,1994,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,1,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
547,Lewis,Cook,ENG,LT,Bournemouth,Premier League,26,1997,26,17,1.620,18.0,0,2,2,0,0,0,3,0,0.2,0.2,2.5,"2,7",9,58,9,"0,00","0,11","0,11","0,00","0,11","0,01","0,14","0,15","0,01","0,15"
548,Steve,Cook,ENG,ZG,Nott'ham Forest,Premier League,32,1991,12,11,957,10.6,0,0,0,0,0,0,4,0,0.1,0.1,0.6,"0,7",1,19,0,"0,00","0,00","0,00","0,00","0,00","0,01","0,05","0,07","0,01","0,07"
549,Liam,Cooper,t SCO,ZG,Leeds United,Premier League,31,1991,17,15,1.336,14.8,1,0,1,1,0,0,4,0,1.0,1.0,0.7,"1,7",2,40,2,"0,07","0,00","0,07","0,07","0,07","0,07","0,05","0,12","0,07","0,12"
550,Diego,Coppola, ITA,ZG,Hellas Verona, Serie A,19,2003,16,11,1.089,12.1,0,0,0,0,0,0,5,0,0.3,0.3,0.0,"0,3",9,39,8,"0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,03","0,03","0,03"
551,Francis,Coquelin, FRA,LT,Villarreal, La Liga,31,1991,16,9,748,8.3,1,0,1,1,0,0,2,0,1.0,1.0,1.0,"2,0",11,29,27,"0,12","0,00","0,12","0,12","0,12","0,12","0,12","0,24","0,12","0,24"
552,Sébastien,Corchia, FRA,ZG,Nantes, Ligue 1,32,1990,22,6,786,8.7,0,1,1,0,0,0,3,0,0.2,0.2,0.3,"0,5",21,29,65,"0,00","0,11","0,11","0,00","0,11","0,02","0,04","0,05","0,02","0,05"
553,Maxwel,Cornet, CIV,AT,West Ham,Premier League,26,1996,12,1,167,1.9,0,0,0,0,0,0,0,0,1.1,1.1,0.1,"1,2",9,4,25,"0,00","0,00","0,00","0,00","0,00","0,61","0,04","0,65","0,61","0,65"
554,Jesús,Corona, MEX,AT,Sevilla, La Liga,30,1993,1,1,62,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.2,"0,2",1,1,5,"0,00","0,00","0,00","0,00","0,00","0,00","0,27","0,27","0,00","0,27"
555,Ángel,Correa, ARG,"AT,LT",Atlético Madrid, La Liga,28,1995,30,11,1.191,13.2,6,1,7,6,0,0,2,1,5.6,5.6,3.3,"8,9",37,52,124,"0,45","0,08","0,53","0,45","0,53","0,42","0,25","0,67","0,42","0,67"
556,Joaquín,Correa, ARG,AT,Inter, Serie A,28,1994,24,10,832,9.2,3,1,4,3,0,0,1,0,3.2,3.2,1.2,"4,4",18,25,58,"0,32","0,11","0,43","0,32","0,43","0,35","0,13","0,48","0,35","0,48"
557,Thierry,Correia, POR,ZG,Valencia, La Liga,24,1999,23,20,1.742,19.4,0,0,0,0,0,0,5,0,0.3,0.3,0.6,"0,8",52,89,109,"0,00","0,00","0,00","0,00","0,00","0,01","0,03","0,04","0,01","0,04"
558,Alessandro,Cortinovis, ITA,LT,Hellas Verona, Serie A,22,2001,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,2,2,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
559,Danny,da Costa, GER,ZG,Mainz 05, Bundesliga,29,1993,21,12,1.056,11.7,0,2,2,0,0,0,0,0,0.2,0.2,1.0,"1,1",30,54,70,"0,00","0,17","0,17","0,00","0,17","0,01","0,08","0,10","0,01","0,10"
560,David,Pereira da Costa, POR,"LT,AT",Lens, Ligue 1,22,2001,29,16,1.384,15.4,1,3,4,1,0,0,2,0,2.7,2.7,4.0,"6,7",61,112,132,"0,07","0,20","0,26","0,07","0,26","0,17","0,26","0,43","0,17","0,43"
561,Diego,Costa, ESP,AT,Wolves,Premier League,34,1988,21,15,1.143,12.7,1,0,1,1,0,0,4,1,3.2,3.2,0.7,"3,9",18,13,56,"0,08","0,00","0,08","0,08","0,08","0,25","0,06","0,30","0,25","0,30"
562,Jaume,Costa, ESP,ZG,Mallorca, La Liga,35,1988,28,27,2.316,25.7,0,1,1,0,0,0,9,0,1.0,1.0,2.4,"3,4",53,68,113,"0,00","0,04","0,04","0,00","0,04","0,04","0,09","0,13","0,04","0,13"
563,Logan,Costa, CPV,ZG,Toulouse, Ligue 1,22,2001,4,2,235,2.6,0,0,0,0,0,0,0,0,0.4,0.4,0.0,"0,4",5,11,0,"0,00","0,00","0,00","0,00","0,00","0,14","0,00","0,14","0,14","0,14"
564,Nuno,da Costa, CPV,"AT,LT",Auxerre, Ligue 1,32,1991,29,19,1.730,19.2,5,3,8,5,0,0,5,1,4.2,4.2,3.0,"7,2",26,28,108,"0,26","0,16","0,42","0,26","0,42","0,22","0,16","0,38","0,22","0,38"
565,Samu,Costa, POR,LT,Almería, La Liga,22,2000,27,18,1.689,18.8,1,1,2,1,0,0,4,0,1.5,1.5,0.6,"2,1",7,74,19,"0,05","0,05","0,11","0,05","0,11","0,08","0,03","0,11","0,08","0,11"
566,Benoît,Costil, FRA,G,Auxerre, Ligue 1,35,1987,19,19,1.710,19.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,1,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
567,Vladimír,Coufal, CZE,ZG,West Ham,Premier League,30,1992,25,22,1.956,21.7,0,1,1,0,0,0,5,0,0.3,0.3,2.2,"2,5",49,79,90,"0,00","0,05","0,05","0,00","0,05","0,01","0,10","0,11","0,01","0,11"
568,Lassana,Coulibaly, MLI,LT,Salernitana, Serie A,27,1996,31,30,2.547,28.3,3,2,5,3,0,0,10,0,0.7,0.7,1.4,"2,0",40,102,54,"0,11","0,07","0,18","0,11","0,18","0,02","0,05","0,07","0,02","0,07"
569,Soumaïla,Coulibaly, FRA,ZG,Dortmund, Bundesliga,19,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,6,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
570,Tanguy,Coulibaly, FRA,"AT,ZG",Stuttgart, Bundesliga,22,2001,11,0,307,3.4,3,0,3,2,1,1,2,0,1.3,0.5,0.4,"0,9",13,11,32,"0,88","0,00","0,88","0,59","0,59","0,39","0,11","0,49","0,16","0,26"
571,Thibaut,Courtois, BEL,G,Real Madrid, La Liga,31,1992,26,26,2.340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.4,"0,4",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,02","0,00","0,02"
572,Mathieu,Coutadeur, FRA,LT,Ajaccio, Ligue 1,37,1986,23,19,1.696,18.8,0,0,0,0,0,0,2,0,0.1,0.1,1.0,"1,1",20,104,19,"0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,06","0,00","0,06"
573,Philippe,Coutinho, BRA,"LT,AT",Aston Villa,Premier League,30,1992,20,7,788,8.8,1,0,1,1,0,0,3,0,1.4,1.4,0.5,"1,8",18,48,68,"0,11","0,00","0,11","0,11","0,11","0,16","0,05","0,21","0,16","0,21"
574,Yan,Couto, BRA,"ZG,LT",Girona, La Liga,20,2002,20,9,924,10.3,0,2,2,0,0,0,2,0,0.4,0.4,1.7,"2,1",44,47,64,"0,00","0,19","0,19","0,00","0,19","0,04","0,16","0,20","0,04","0,20"
575,Conor,Coventry, IRL,"LT,AT",West Ham,Premier League,23,2000,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,"0,0",0,0,0,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00"
576,Nicolas,Cozza, FRA,ZG,Montpellier, Ligue 1,24,1999,17,14,1.277,14.2,2,1,3,2,0,0,3,0,1.4,1.4,0.8,"2,1",20,48,34,"0,14","0,07","0,21","0,14","0,21","0,10","0,05","0,15","0,10","0,15"
